tiles:['hills', 'forest', 'desert', 'forest', 'mountains', 'pasture', 'mountains', 'fields', 'pasture', 'fields', 'hills', 'fields', 'forest', 'hills', 'forest', 'mountains', 'pasture', 'fields', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'pasture', 'mountains', 'hills', 'desert', 'forest', 'hills', 'forest', 'pasture', 'mountains', 'fields', 'fields', 'mountains', 'fields', 'forest', 'forest', 'pasture', 'hills']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'mountains', 'fields', 'hills', 'desert', 'forest', 'pasture', 'forest', 'pasture', 'mountains', 'hills', 'fields', 'mountains', 'fields', 'forest', 'forest', 'pasture', 'hills']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'hills', 'mountains', 'hills', 'desert', 'forest', 'pasture', 'forest', 'pasture', 'mountains', 'fields', 'fields', 'mountains', 'fields', 'forest', 'forest', 'pasture', 'hills']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'hills', 'mountains', 'hills', 'desert', 'pasture', 'pasture', 'forest', 'pasture', 'mountains', 'fields', 'fields', 'hills', 'fields', 'forest', 'forest', 'pasture', 'mountains']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'forest', 'fields', 'hills', 'desert', 'pasture', 'pasture', 'forest', 'pasture', 'mountains', 'hills', 'fields', 'hills', 'fields', 'forest', 'mountains', 'pasture', 'mountains']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'forest', 'fields', 'hills', 'desert', 'pasture', 'mountains', 'forest', 'pasture', 'mountains', 'hills', 'fields', 'hills', 'fields', 'forest', 'forest', 'pasture', 'mountains']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'mountains', 'fields', 'hills', 'desert', 'pasture', 'pasture', 'forest', 'pasture', 'mountains', 'hills', 'fields', 'hills', 'fields', 'forest', 'forest', 'pasture', 'mountains']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['mountains', 'fields', 'forest', 'fields', 'hills', 'desert', 'pasture', 'pasture', 'forest', 'pasture', 'mountains', 'hills', 'fields', 'hills', 'fields', 'forest', 'forest', 'pasture', 'mountains']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'hills', 'mountains', 'hills', 'desert', 'forest', 'pasture', 'forest', 'pasture', 'mountains', 'fields', 'fields', 'hills', 'fields', 'forest', 'forest', 'pasture', 'mountains']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'hills', 'fields', 'hills', 'desert', 'forest', 'pasture', 'forest', 'pasture', 'mountains', 'pasture', 'fields', 'hills', 'fields', 'forest', 'mountains', 'pasture', 'mountains']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'pasture', 'fields', 'hills', 'desert', 'forest', 'pasture', 'forest', 'pasture', 'mountains', 'hills', 'fields', 'hills', 'fields', 'forest', 'mountains', 'pasture', 'mountains']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'hills', 'fields', 'hills', 'desert', 'forest', 'mountains', 'forest', 'pasture', 'mountains', 'pasture', 'fields', 'hills', 'fields', 'forest', 'forest', 'pasture', 'mountains']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'pasture', 'fields', 'hills', 'desert', 'forest', 'mountains', 'forest', 'pasture', 'mountains', 'hills', 'fields', 'hills', 'fields', 'forest', 'forest', 'pasture', 'mountains']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['mountains', 'fields', 'hills', 'fields', 'hills', 'desert', 'forest', 'pasture', 'forest', 'pasture', 'mountains', 'pasture', 'fields', 'hills', 'fields', 'forest', 'forest', 'pasture', 'mountains']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['mountains', 'fields', 'pasture', 'fields', 'hills', 'desert', 'forest', 'pasture', 'forest', 'pasture', 'mountains', 'hills', 'fields', 'hills', 'fields', 'forest', 'forest', 'pasture', 'mountains']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'mountains', 'fields', 'hills', 'desert', 'forest', 'pasture', 'forest', 'pasture', 'mountains', 'hills', 'fields', 'hills', 'fields', 'forest', 'forest', 'pasture', 'mountains']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'forest', 'mountains', 'hills', 'desert', 'pasture', 'hills', 'forest', 'pasture', 'mountains', 'fields', 'pasture', 'mountains', 'fields', 'forest', 'fields', 'hills', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'forest', 'mountains', 'hills', 'desert', 'pasture', 'fields', 'forest', 'pasture', 'mountains', 'hills', 'pasture', 'mountains', 'fields', 'forest', 'fields', 'hills', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'forest', 'mountains', 'hills', 'desert', 'pasture', 'fields', 'forest', 'pasture', 'mountains', 'hills', 'pasture', 'hills', 'fields', 'forest', 'fields', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'pasture', 'mountains', 'hills', 'desert', 'forest', 'hills', 'forest', 'pasture', 'mountains', 'fields', 'pasture', 'mountains', 'fields', 'forest', 'fields', 'hills', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'hills', 'mountains', 'hills', 'desert', 'forest', 'fields', 'forest', 'pasture', 'mountains', 'pasture', 'pasture', 'mountains', 'fields', 'forest', 'fields', 'hills', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'hills', 'mountains', 'hills', 'desert', 'forest', 'fields', 'forest', 'pasture', 'mountains', 'pasture', 'pasture', 'hills', 'fields', 'forest', 'fields', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'pasture', 'mountains', 'hills', 'desert', 'forest', 'fields', 'forest', 'pasture', 'mountains', 'hills', 'pasture', 'mountains', 'fields', 'forest', 'fields', 'hills', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'pasture', 'mountains', 'hills', 'desert', 'forest', 'fields', 'forest', 'pasture', 'mountains', 'hills', 'pasture', 'hills', 'fields', 'forest', 'fields', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'hills', 'mountains', 'hills', 'desert', 'pasture', 'fields', 'forest', 'pasture', 'mountains', 'fields', 'pasture', 'hills', 'fields', 'forest', 'forest', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'hills', 'mountains', 'hills', 'desert', 'pasture', 'fields', 'forest', 'pasture', 'mountains', 'fields', 'pasture', 'mountains', 'fields', 'forest', 'forest', 'hills', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'hills', 'mountains', 'hills', 'desert', 'forest', 'fields', 'forest', 'pasture', 'mountains', 'fields', 'pasture', 'mountains', 'fields', 'forest', 'forest', 'hills', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'hills', 'mountains', 'hills', 'desert', 'forest', 'fields', 'forest', 'pasture', 'mountains', 'fields', 'pasture', 'hills', 'fields', 'forest', 'forest', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'forest', 'fields', 'hills', 'desert', 'pasture', 'mountains', 'forest', 'pasture', 'mountains', 'hills', 'pasture', 'hills', 'fields', 'forest', 'fields', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'mountains', 'fields', 'hills', 'desert', 'forest', 'hills', 'forest', 'pasture', 'mountains', 'pasture', 'pasture', 'mountains', 'fields', 'forest', 'fields', 'hills', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'hills', 'fields', 'hills', 'desert', 'forest', 'mountains', 'forest', 'pasture', 'mountains', 'pasture', 'pasture', 'hills', 'fields', 'forest', 'fields', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'pasture', 'fields', 'hills', 'desert', 'forest', 'mountains', 'forest', 'pasture', 'mountains', 'hills', 'pasture', 'hills', 'fields', 'forest', 'fields', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['mountains', 'fields', 'forest', 'fields', 'hills', 'desert', 'pasture', 'hills', 'forest', 'pasture', 'mountains', 'fields', 'pasture', 'mountains', 'fields', 'forest', 'forest', 'hills', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'mountains', 'fields', 'hills', 'desert', 'forest', 'hills', 'forest', 'pasture', 'mountains', 'fields', 'pasture', 'mountains', 'fields', 'forest', 'forest', 'hills', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['mountains', 'fields', 'pasture', 'fields', 'hills', 'desert', 'forest', 'hills', 'forest', 'pasture', 'mountains', 'fields', 'pasture', 'mountains', 'fields', 'forest', 'forest', 'hills', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'hills', 'fields', 'hills', 'desert', 'forest', 'mountains', 'forest', 'pasture', 'mountains', 'fields', 'pasture', 'hills', 'fields', 'forest', 'forest', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'hills', 'fields', 'hills', 'desert', 'pasture', 'mountains', 'forest', 'pasture', 'mountains', 'fields', 'pasture', 'hills', 'fields', 'forest', 'forest', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['forest', 'fields', 'mountains', 'fields', 'hills', 'desert', 'pasture', 'hills', 'forest', 'pasture', 'mountains', 'fields', 'pasture', 'mountains', 'fields', 'forest', 'forest', 'hills', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'forest', 'fields', 'hills', 'desert', 'pasture', 'mountains', 'forest', 'pasture', 'mountains', 'hills', 'fields', 'hills', 'fields', 'forest', 'forest', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['mountains', 'fields', 'forest', 'fields', 'hills', 'desert', 'pasture', 'pasture', 'forest', 'pasture', 'mountains', 'hills', 'fields', 'hills', 'fields', 'forest', 'forest', 'mountains', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['mountains', 'fields', 'forest', 'fields', 'hills', 'desert', 'pasture', 'pasture', 'forest', 'pasture', 'mountains', 'hills', 'fields', 'mountains', 'fields', 'forest', 'forest', 'hills', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'mountains', 'fields', 'hills', 'desert', 'forest', 'hills', 'forest', 'pasture', 'mountains', 'pasture', 'fields', 'mountains', 'fields', 'forest', 'forest', 'hills', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['mountains', 'fields', 'pasture', 'fields', 'hills', 'desert', 'forest', 'hills', 'forest', 'pasture', 'mountains', 'pasture', 'fields', 'mountains', 'fields', 'forest', 'forest', 'hills', 'pasture']
tokens:['8', '4', '6', '6', '2', '7', '3', '5', '12', '10', '11', '9', '11', '4', '3', '8', '9', '10', '5']
tiles:['pasture', 'fields', 'hills', 'fields', 'mountains', 'forest', 'pasture', 'forest', 'pasture', 'hills', 'fields', 'hills', 'mountains', 'desert', 'forest', 'pasture', 'forest', 'fields', 'mountains']
tokens:['9', '5', '10', '4', '10', '4', '2', '11', '8', '3', '12', '8', '5', '7', '9', '6', '11', '6', '3']
tiles:['pasture', 'hills', 'fields', 'fields', 'mountains', 'forest', 'pasture', 'forest', 'pasture', 'hills', 'fields', 'hills', 'mountains', 'desert', 'forest', 'pasture', 'forest', 'fields', 'mountains']
tokens:['9', '5', '10', '4', '10', '4', '2', '11', '8', '3', '12', '8', '5', '7', '9', '6', '11', '6', '3']
tiles:['pasture', 'hills', 'fields', 'fields', 'mountains', 'forest', 'pasture', 'forest', 'pasture', 'hills', 'fields', 'mountains', 'mountains', 'desert', 'forest', 'pasture', 'forest', 'hills', 'fields']
tokens:['9', '5', '10', '4', '10', '4', '2', '11', '8', '3', '12', '8', '5', '7', '9', '6', '11', '6', '3']
tiles:['pasture', 'fields', 'hills', 'fields', 'mountains', 'forest', 'pasture', 'forest', 'pasture', 'hills', 'fields', 'mountains', 'mountains', 'desert', 'forest', 'pasture', 'forest', 'hills', 'fields']
tokens:['9', '5', '10', '4', '10', '4', '2', '11', '8', '3', '12', '8', '5', '7', '9', '6', '11', '6', '3']
